track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,released_date,cluster
Chale,Eden Muï¿½ï,2,2009,1,12,3046,16,101932,221,14,112,7,43,98.85709952091642,G#,Major,45.76328245230893,47.34053984692272,45.821053861944335,55.22414279785513,39.561772820844894,39.3771211152888,12.75756242329833,2009-01-12,0
Erro Gostoso - Ao Vivo,Simone Mendes,3,2017,2,12,2144,19,90319,253,10,76,1,29,97.29893930252209,F#,Major,57.44660327627393,50.43839601093417,53.411512380607846,40.31676060533623,39.01448093237021,51.54402225773916,9.618151303743865,2017-02-12,0
Do It To It,"Cherish, ACRAZE",5,2010,10,18,1862,13,167934,197,10,120,2,39,148.25053615243064,B,Minor,75.78001633495268,69.40041300290143,73.85373026812591,18.41678357173441,3.6061975022531954,13.331780563953428,17.238609725859092,2010-10-18,1
Miï¿½ï¿½n,"Tini, Maria Becerra",5,2021,3,15,1563,9,13519,98,6,117,5,7,142.56687839206262,D,Major,90.33479260641,76.27210343443103,71.29574713074638,11.567325447461778,9.851181155355873,18.94541310258248,17.92169384681812,2021-03-15,0
Get Into It (Yuh),Doja Cat,1,2017,7,3,4245,6,51712,180,8,197,3,4,135.11963106699005,G#,Minor,86.3375085900758,77.65435728721394,70.82545355105916,21.75847731249337,7.903633328836815,5.668570530281155,15.882627286358918,2017-07-03,1
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",1,2004,5,14,857,17,187659,12,16,92,3,13,136.8089805536767,A,Major,83.72766602809787,76.43159558592876,71.59248679472704,19.534778225293987,4.379151379993937,19.931281320681144,28.70788190319906,2004-05-14,0
deja vu,Olivia Rodrigo,5,2022,5,27,4022,15,171388,20,17,6,1,30,102.74145216095168,A,Major,56.7748351615799,52.58438019263221,46.19352677629941,56.21544194710504,27.26612056584967,41.76929736637469,6.28318670475093,2022-05-27,0
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1987,3,19,594,0,50043,295,10,196,0,30,94.00164963680186,F,Major,53.76057684701969,51.363673572055816,33.35230757794255,55.41269146058073,29.976357134595887,30.39823568828365,14.741984517892291,1987-03-19,0
Every Summertime,NIKI,3,2002,11,11,3994,17,93589,91,7,79,5,28,137.65633166904811,F#,Major,91.79389055802294,69.89835482180469,74.11939031170658,18.995421688053035,1.2820290988360905,19.77599479449607,15.636649382185492,2002-11-11,0
Rockin' Around The Christmas Tree,Brenda Lee,5,2008,5,12,3823,13,64769,92,2,173,9,37,149.92841006550378,G#,Major,93.83810096218784,66.25450805478266,70.52525358388668,16.51121850936913,8.850977671334485,10.642396443203964,25.572676749470943,2008-05-12,0
Danger (Spider) (Offset & JID),"Offset, JID",2,2017,8,15,2637,9,186582,228,7,105,9,12,102.93414971418636,B,Major,40.5069111787742,51.72229395181737,55.22199629430044,67.80637093331933,39.54531930635244,43.49259176196568,10.186762286228166,2017-08-15,0
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",5,2001,12,3,4608,3,56376,71,12,106,4,21,99.54256141513282,F,Major,45.74411929558537,45.068503583739,41.585796747701416,52.07672513275085,37.751855120751166,56.213393610217416,12.155930132572156,2001-12-03,0
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",5,2018,4,24,4608,17,21426,78,16,50,8,39,133.98832213780042,Unknown,Minor,93.52279091187889,61.21182112518233,71.55763582419593,23.395963596402236,5.042827333878311,18.394499814715303,21.16614556112573,2018-04-24,1
Holly Jolly Christmas,Michael Bublï¿,4,1977,5,1,3477,7,91006,10,17,127,8,40,91.76890201100244,G,Major,42.565632733584366,40.26650485998628,52.44098099002646,68.47050965236915,39.34786550049769,50.0497365422342,8.105895976801468,1977-05-01,0
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",4,1977,8,15,1136,9,133892,209,17,91,1,45,97.24962657702778,Unknown,Minor,41.49858978415988,57.95966879576909,47.41144318580828,48.46721645667254,23.671933656703374,36.67533008846635,13.966061093854092,1977-08-15,1
My Universe,"Coldplay, BTS",2,2002,4,29,2031,0,56599,101,9,163,4,21,100.39651229150994,A,Major,49.75167104076468,55.161823650096565,33.583518813949425,52.3522610132716,28.46745593190273,42.30313661473225,10.116956415227488,2002-04-29,0
Makeba,Jain,5,1989,12,28,1395,11,178668,275,1,17,4,42,143.09890214072382,D,Major,93.56076089142536,64.6049977509839,77.46166033606019,23.231528410583675,3.0989622267361883,10.089559614620365,17.84586101106268,1989-12-28,0
Attention,NewJeans,1,2010,7,20,477,15,53565,226,11,150,3,19,141.0237208864374,A#,Minor,81.96811684774514,77.60335506639478,84.35775715054521,17.11967671475625,7.990801431878744,12.929345847016258,28.775300676340045,2010-07-20,1
Dynamite,BTS,5,2018,9,10,3237,7,152260,193,18,172,7,10,137.9519597579202,F#,Minor,88.66426012131521,76.68467483851379,86.87285952516123,6.644501046419764,2.283589084864528,7.795919045414668,21.43786568250526,2018-09-10,1
Life Goes On,Oliver Tree,3,1976,10,31,461,13,40660,119,16,78,9,0,105.72127092417114,Unknown,Major,49.050466290082895,45.29667055457044,48.964205865877325,59.25108617106396,27.17685921315777,57.16645420100637,14.549714598494404,1976-10-31,0
Before You Go,Lewis Capaldi,2,2013,10,24,1026,6,145402,38,14,51,7,26,130.1519215089527,D#,Major,84.20282347171143,65.98211297467051,74.57898430658496,16.51593082155013,6.867219239326681,5.617634109179277,29.953033975298712,2013-10-24,0
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",5,2003,4,4,1414,14,126362,14,12,112,3,43,94.89460986841576,A,Major,45.3996706981931,52.62807756091928,32.3926758567151,58.14025983675555,35.22297540569245,49.70720748923821,13.396004628783938,2003-04-04,0
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",3,1979,2,12,286,10,67505,275,17,197,7,14,144.06017186881954,A,Minor,81.57494816021554,79.43430462512396,87.82249028656419,7.09457447531487,8.230455134939898,14.316734025388303,23.793643653975828,1979-02-12,1
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,2002,3,7,3154,4,139638,184,12,179,6,2,134.61130297456572,D,Major,93.56839721795863,78.26140016356374,87.00103676717737,10.132173384921908,7.213424054812927,5.464939873793494,26.96440425688808,2002-03-07,0
SNAP,Rosa Linn,4,2000,2,14,3779,10,83699,180,14,93,7,43,145.09538319297698,Unknown,Major,82.08230280155662,65.63776274568643,76.55603077315193,20.318538482360395,5.267736141576222,16.28652205944887,21.397016501379504,2000-02-14,0
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",3,1989,12,2,2288,19,98893,159,13,77,5,9,106.70201759830692,A,Minor,50.99497898384281,44.5271273743768,39.14607872980983,44.706046375285446,31.53982346752517,51.8131135516482,8.662765889752288,1989-12-02,1
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2020,6,11,430,6,18236,53,15,176,5,33,107.80258172617118,Unknown,Major,51.45159125548883,56.965380615072185,51.00719906721461,45.76221095076144,40.8017762888457,41.726316616431774,12.050814070132528,2020-06-11,0
traitor,"Juan Cruz Toledo, Huilen Toledo",1,2021,5,27,3043,16,69198,215,15,149,7,37,105.26971679673058,D#,Major,46.34809127524135,50.07959254736433,51.65866606967274,61.49968053198555,42.648931279222666,45.13644295486797,11.51161393243769,2021-05-27,0
un x100to,"Bad Bunny, Grupo Frontera",5,2003,9,9,4278,14,146284,60,2,81,4,40,103.06845765719578,F#,Minor,58.52687536101129,57.8479722982301,37.76774715343812,69.18917408532472,39.18155329182756,33.587303721971665,14.136478505690642,2003-09-09,1
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",3,2020,5,12,2433,2,24565,288,7,165,9,40,144.6895471089356,D,Minor,83.1433066359974,65.73212890832403,77.2239966522929,20.300828808267728,1.1149409002237654,17.05107554488324,22.27951686755354,2020-05-12,1
Es un Secreto,Plan B,2,1988,5,19,3752,11,14332,98,19,179,6,39,145.72021925410652,F#,Minor,81.80560303950958,70.2591269453684,88.17443869889273,6.907034866428847,2.188891765750366,16.15090278972488,16.82851880373237,1988-05-19,1
Labyrinth,Taylor Swift,2,2001,8,10,2390,5,195763,121,4,87,2,18,134.46918754210887,Unknown,Major,76.38318486954755,79.46715753235982,89.75551674608862,9.29313486924167,0.7031556172987374,9.974868208836956,22.014275694587475,2001-08-10,0
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,4,1964,5,23,2604,4,52736,206,5,191,2,16,107.17358230321584,F,Major,48.83773385239511,56.30568094688617,37.04330926292612,65.97744471215708,24.265128005249142,40.25123451765752,10.157718621328742,1964-05-23,0
Normal,Feid,1,1965,5,5,1319,5,181909,283,5,50,4,42,138.28590047015513,E,Minor,94.69517579767572,60.878791744451554,88.65171931553574,10.53903778812293,6.685026080273248,9.049866955997292,25.959434784419976,1965-05-05,1
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",5,2006,9,17,2954,12,187815,201,14,46,3,18,130.64510782538702,D,Minor,79.46188919249035,65.33169914568678,89.74865771948062,16.0259234864869,5.94194169912786,5.507570362834303,21.49848676007397,2006-09-17,1
Superman,"Eminem, Dina Rae",5,2013,9,16,482,4,190704,177,11,102,3,18,132.83250313241004,E,Minor,90.3224989975362,78.52620100231785,75.27037279143082,22.711752104080468,0.6932791834546226,12.876835953577526,19.45115254436238,2013-09-16,1
Selfish,PnB Rock,5,2013,3,23,4201,6,144969,275,5,141,6,46,137.0844067973255,C#,Minor,88.06067233865724,65.48385743162099,78.62157570237173,13.891881315753718,6.192049201805552,16.78854194625569,26.693011182274955,2013-03-23,1
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",5,2014,6,19,3139,8,188470,210,19,92,6,42,96.29633265389096,Unknown,Minor,47.06123868436117,46.492681038505566,36.49913305776408,52.121854757989446,37.75629064500566,43.32933038148843,10.489413849980057,2014-06-19,1
Forgot About Dre,"Eminem, Dr. Dre",1,2001,3,22,1138,7,49310,94,5,185,0,0,140.79234790616255,G#,Major,84.27119440806166,65.41905962319477,80.19864412822753,13.941047731212745,5.728546787847259,5.876007859032307,17.596344359528434,2001-03-22,0
Selfish,PnB Rock,4,1971,11,23,3538,14,182379,179,5,177,1,41,93.0591117546184,C#,Minor,46.093038729435406,50.428491167452975,33.913178965369426,69.42398514269357,43.99878408489462,52.89799091757351,10.475374349528092,1971-11-23,1
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",4,2011,8,20,3982,8,86168,247,4,91,1,40,141.07134332651532,F,Minor,76.0476756971041,60.58567251661909,79.96475234138883,24.57199313294719,6.506893835013678,13.327572472424894,29.503296046072933,2011-08-20,1
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,2,2020,1,5,140,18,148953,204,19,81,7,15,104.14546005391789,F,Major,48.77919857539396,57.17079967126608,37.52299733498302,57.82183263438557,31.700585453134035,31.85975399106716,5.849499345739812,2020-01-05,0
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Taylor Swift,3,1988,9,28,2654,19,31751,65,0,59,5,38,141.58779312324282,F#,Major,90.48920237182917,78.23099884691291,78.82186905192196,19.27980970137373,1.4147585531035,7.118828503866688,24.37981457227088,1988-09-28,0
Antidepresan,"Mabel Matiz, Mert Demir",5,2020,4,2,2837,18,115083,188,11,42,4,26,146.89001688076834,B,Minor,90.40602755118977,76.94555938107075,78.62621460823887,19.72143046795073,9.058044366862228,16.88341866630924,16.90145946620519,2020-04-02,1
Cupid - Twin Ver.,Fifty Fifty,1,2012,5,13,1856,12,159080,280,18,168,9,14,141.74697128581727,B,Minor,79.94538208933467,78.14935143755676,86.2072401611586,10.423611966191553,8.333190578924851,15.903974373083615,24.783544079007417,2012-05-13,1
SPACE MAN,Sam Ryder,3,1968,5,25,1299,18,100780,193,4,137,7,24,105.4257787854462,B,Major,54.30430975226756,52.65316882543279,46.76178361533153,66.56172176652808,43.95161084727559,35.634574120991616,13.203359300884998,1968-05-25,0
Circo Loco,"Drake, 21 Savage",1,2009,3,15,589,4,81287,264,13,25,7,46,96.37912501740364,C#,Major,50.8130641775476,48.74282687382444,35.0477680480504,44.12608475626279,41.96506580139396,38.02275699371254,10.68846441837097,2009-03-15,0
Unstoppable,Sia,4,1973,12,11,2071,14,64543,15,5,97,3,36,101.19490074686595,A,Major,45.59764660833845,54.49717789901459,44.20562871287321,57.22628303287273,25.610037789709043,55.82506744809575,14.26236551718453,1973-12-11,0
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",4,2012,12,19,142,15,34513,54,19,160,1,18,90.82770542031383,F#,Major,50.09807199620156,54.10057633582662,48.9023532025662,66.53146844399757,42.31650426496165,47.34320407955644,11.76925854236231,2012-12-19,0
Sigue,"Ed Sheeran, J Balvin",4,1995,6,2,2986,19,37094,55,9,16,3,3,131.99991442091567,G,Major,90.7257388951383,78.17019705518769,89.95987402464934,10.02861408527789,6.609796101127058,5.7987089699140615,21.223406784508263,1995-06-02,0
Fuera del mercado,Danny Ocean,1,2015,2,11,2717,9,57683,122,4,78,4,15,132.06618830730315,G#,Major,79.56424291703995,61.51552645261945,86.53056645552884,15.171292390108906,2.0114391406998697,14.319239136302023,24.040266560780783,2015-02-11,0
Donï¿½ï¿½ï¿½t Bl,Taylor Swift,5,2007,12,13,972,10,121906,85,17,129,7,10,132.87923315937834,A,Minor,76.38957218977093,73.26367090023987,87.2297555246797,15.221740696369483,3.0618025086387246,13.284883443923462,16.24692447814262,2007-12-13,1
Monotonï¿½,"Ozuna, Shakira",2,2009,5,18,3003,10,194740,133,0,13,3,37,134.1890481513492,Unknown,Minor,87.92567961121856,68.28134659996448,89.48660009322994,5.934817494978713,9.787598033630172,10.844215855527732,20.413042543527773,2009-05-18,1
Layla,"Schï¿½ï¿½rze, DJ R",5,2022,12,31,4816,18,62828,180,18,67,7,1,149.62648870072397,F,Minor,83.28686026158374,67.60306554574643,79.48046083482049,6.512473796292135,8.431517390840295,12.101111852276636,20.8212032454073,2022-12-31,1
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",5,2008,9,27,1394,13,139945,95,17,51,7,17,146.0275647318723,B,Minor,75.26827569322599,76.47853423203111,76.69874795071354,8.84266700252072,9.301913212430822,6.842834933502308,20.101937279340657,2008-09-27,1
Double Fantasy (with Future),"The Weeknd, Future",4,2016,4,5,3658,16,119081,208,13,183,9,21,105.16921959281204,A,Minor,53.803961522558936,48.62256312496216,46.66419555098416,48.855543746115,43.3519398749234,44.40358609613804,9.04577391376668,2016-04-05,1
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",5,1988,4,2,2915,14,112482,59,11,99,1,27,95.91081947737226,D#,Minor,40.697080089421256,46.70052627647933,52.80173919747135,52.22059749435383,20.002051397855787,44.09337889241574,10.245874863689789,1988-04-02,1
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",5,2015,6,19,54,11,52205,153,7,135,6,26,106.73082749651655,D#,Major,55.29825999856971,40.11192927505152,44.86554540614658,40.3305566865221,23.069503850296694,42.58413144777672,6.87919439323062,2015-06-19,0
Snooze,SZA,4,2014,3,18,4791,1,19713,185,9,80,3,31,106.82938536197634,F,Major,59.74803644967314,52.96174774186712,32.14508522248114,67.12554331049753,34.92610219859951,44.59675025869974,14.94518344995052,2014-03-18,0
Master of Puppets (Remastered),Metallica,5,2012,12,20,2794,7,34430,242,10,143,3,16,109.74502592965597,E,Minor,58.09140276443943,51.18743445324337,48.720441892706205,60.22648935337397,47.18862355980396,57.970360162675775,11.706950958306871,2012-12-20,1
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",4,2003,8,18,3215,4,78410,72,15,6,7,33,132.96686891793377,C#,Major,75.90901720361788,73.59013950824009,87.65437150823456,19.083857495877027,2.4243382265988203,12.612847993131972,19.501474079877653,2003-08-18,0
Stargirl Interlude,"The Weeknd, Lana Del Rey",3,2016,7,7,4066,10,136898,291,15,89,1,26,96.44724764004386,F,Minor,52.72727929190779,49.45850130933012,32.90283149019396,55.209242571596775,36.837886159991776,54.27503390454376,13.705632582799424,2016-07-07,1
Love Again,The Kid Laroi,5,1996,1,19,1621,2,154069,52,8,145,8,38,138.3356989385352,B,Minor,89.8570427714301,67.84040143403165,78.6186940194353,8.89907261843436,2.066094227423584,13.649029287457614,26.82447451752097,1996-01-19,1
Acapulco,Jason Derulo,3,2015,10,20,802,10,38692,60,1,135,8,38,99.93488468189923,A#,Major,48.05465401298627,44.27232296589241,32.07365463793987,67.5038144105537,41.76318797468487,53.54340131406921,8.318033006937625,2015-10-20,0
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,1974,9,23,3292,11,173782,209,13,14,4,42,98.82266368149372,B,Minor,42.49732630130688,52.27387313127899,30.337196882228888,57.49530788109986,29.14168938548001,44.59277742805808,6.857154228615291,1974-09-23,1
Sugar Rush Ride,TOMORROW X TOGETHER,5,1990,1,15,1224,17,150841,34,18,110,7,20,131.92432738379748,A#,Minor,94.44320389654928,62.06162846400324,79.6176352367705,14.199752423954642,8.860800688667766,11.787070734607603,26.69815774960285,1990-01-15,1
CAIRO,"Karol G, Ovy On The Drums",5,2002,6,29,3870,16,187230,90,6,53,8,36,98.98971035081398,F,Minor,56.29278074625039,51.21645367753382,55.36498259806324,68.14587356632855,40.07278721355968,40.751765995345735,11.963112676739373,2002-06-29,1
Dance The Night (From Barbie The Album),Dua Lipa,4,2010,7,10,3334,3,29674,183,2,46,8,30,94.62481483353456,B,Minor,51.61467448920685,43.106912890446544,38.06134732524688,43.68296927302815,22.431482472071966,31.50716802605959,10.52096236226062,2010-07-10,1
Leï¿½,Marï¿½ï¿½lia Mendo,1,2022,11,12,1246,3,196388,128,7,176,3,8,107.59922632791933,F#,Major,45.95112354754272,58.84359749709009,52.88929549786792,61.23632788603673,46.86824099612414,34.582703273609084,5.894509014199437,2022-11-12,0
After LIKE,IVE,4,2014,5,14,838,1,37985,261,2,88,2,22,109.48766881772652,Unknown,Major,57.61317725716939,41.18562515337729,34.72312762740218,63.5018130427555,29.823511427867945,30.899006791679295,5.002906291507598,2014-05-14,0
All Of The Girls You Loved Before,Taylor Swift,4,1962,11,10,2352,9,137352,297,19,121,9,21,91.3611653779383,D,Major,55.27412507728177,42.52170729051596,48.12697071128668,69.93713329984115,20.9374308627428,35.96188832702006,7.724970862156287,1962-11-10,0
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",1,2018,3,28,1554,0,166007,98,1,105,0,42,146.1228028899326,F#,Minor,89.74873665966186,64.13338487764612,77.28754711380157,5.524609698554732,7.115374650083064,17.1165114713091,26.62896580480065,2018-03-28,1
Only Love Can Hurt Like This,Paloma Faith,2,2012,6,19,4961,15,43233,23,4,37,2,6,135.0285240911229,G#,Major,87.79685357375874,61.37022324244439,75.1245981317913,22.9360676575938,0.0204285663644965,15.63334558265387,24.28072726069967,2012-06-19,0
69,"Nicky Jam, Feid",4,2013,8,17,4246,15,88947,81,8,52,1,40,101.6840028443872,G#,Major,46.90333493938586,50.19052619461219,33.07942104496348,65.25719319133732,42.00900408335363,31.956341326698265,11.517929978239977,2013-08-17,0
Starlight,Dave,1,2004,1,27,2383,5,194174,126,16,190,1,45,141.13402584324254,G,Major,86.29175837637297,64.18191444946766,75.79709347345262,11.768132103560998,8.551452369286412,11.776563469355022,29.792703943039825,2004-01-27,0
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",1,2016,11,16,629,15,67195,244,12,23,0,46,148.67096782455425,F,Major,80.42737685315672,60.78867110606171,86.47395490341493,22.421237468319827,4.353972659479698,15.87910767425695,23.136839245492304,2016-11-16,0
Little Freak,Harry Styles,4,2022,12,10,3747,17,156864,204,16,187,3,31,143.41686313065964,D#,Major,79.84038100577251,65.95771883214931,83.42348845188108,24.82069581722156,7.273119126452723,9.160567650013594,28.257158513760483,2022-12-10,0
505,Arctic Monkeys,2,1979,1,27,1229,9,51563,97,14,138,3,27,132.49080131776464,Unknown,Major,94.17383389193412,60.08884030570331,85.93300083579332,17.20965970016777,6.877273670388663,12.321346381169924,24.571165500883247,1979-01-27,0
TRUSTFALL,P!nk,4,1982,6,5,2794,12,26606,296,12,190,8,30,101.2571178683826,G#,Major,50.95178699646496,55.633448113597495,49.01010718387955,66.98562973241252,25.731230155535957,34.552161386031855,7.318785912608156,1982-06-05,0
Abcdario,"Junior H, Eden Muï¿½ï",2,2013,12,8,3245,19,181554,13,9,196,2,3,145.96104189339582,G#,Major,86.91006682434592,61.936962954067326,87.40058704415378,24.927237028672856,2.918326844748228,18.42812848857159,15.092489343501,2013-12-08,0
MONTERO (Call Me By Your Name),Lil Nas X,4,2000,11,4,3146,16,148745,102,15,128,7,15,105.52941881211008,G#,Minor,54.02399170277676,57.59712995508131,37.67644525228256,65.94836366897867,20.468272034723235,53.10193121957877,9.801870913248912,2000-11-04,1
JGL,"Luis R Conriquez, La Adictiva",3,1977,8,28,4812,7,78023,23,4,146,3,0,108.91244358032012,G#,Major,41.3045013642556,50.82157158780582,30.136051282048346,45.74714689685475,41.32024041632678,33.05611620612749,10.392012265298616,1977-08-28,0
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2003,1,28,1365,16,47322,80,11,51,8,39,93.39092271392946,A#,Major,42.54102827131677,42.965043496477705,59.671552215196925,60.954905363454266,36.72666718116576,50.66234968384086,13.368470007901246,2003-01-28,0
Gasolina,Daddy Yankee,2,2007,1,26,2774,4,57196,55,18,94,4,2,146.88451827485352,Unknown,Major,86.03237929833986,70.76603694065213,89.76790143072199,17.704598348690837,7.907092567594491,16.910308717965492,25.353629317059948,2007-01-26,0
You Right,"Doja Cat, The Weeknd",2,2016,4,4,204,13,99313,39,12,162,8,34,143.83185247771897,G#,Major,88.9085309896231,76.39088425812477,77.5788995480266,24.43509399519606,0.175448681976954,18.2161659616619,19.435991953374725,2016-04-04,0
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",2,1987,10,13,654,3,13103,116,3,142,3,46,135.19073199366062,A,Minor,78.56633718795332,67.84504283847045,74.35028017648872,17.29867067126578,6.0508392041923775,15.163760294028537,28.151055258631324,1987-10-13,1
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",5,2000,3,13,3254,13,187341,149,10,76,4,15,94.43674893702722,E,Minor,58.46355787674456,53.77672996307803,42.53844485029637,57.16101801332853,45.62891394006454,51.65294638031754,7.229485724190497,2000-03-13,1
POP!,Nayeon,3,1995,8,23,2627,7,102850,155,0,81,1,32,92.76674610917196,D,Major,49.517092535885375,55.02979502254334,41.68184478927439,49.00981862280304,41.78575972087619,48.73018256938822,13.19818892246534,1995-08-23,0
Talk,YEAT,4,2014,4,14,4069,18,100441,269,15,165,6,48,132.5060407111225,E,Minor,84.69703501119953,75.48751562864543,72.46903777877924,21.001854853982437,7.472240567497051,15.25614786613574,23.63368514207109,2014-04-14,1
Ain't Shit,Doja Cat,1,1970,7,11,2049,4,90551,256,15,15,9,27,107.68131970338612,D#,Major,53.78417456592212,44.36790267032684,59.8411846333324,43.85994030184583,42.94966245156521,38.441091959855065,14.270250178552356,1970-07-11,0
Area Codes,"Kaliii, Kaliii",2,1975,1,23,1595,1,76188,161,3,174,3,17,136.24838677462992,C#,Major,87.17556652474228,77.35587366511487,76.79045864373518,6.705158733257786,0.2012246596139089,7.064616438312518,19.489193481940525,1975-01-23,0
Dream On,Aerosmith,1,2019,11,25,2733,11,24502,181,12,42,4,3,148.29316053408365,F,Minor,93.32836759756512,61.15900885116943,73.77054291744595,22.325711726771186,3.468820507881377,14.444904858824668,26.95915711083274,2019-11-25,1
Jingle Bells - Remastered 1999,Frank Sinatra,4,2000,6,20,3761,14,69195,262,12,24,3,23,137.26361749666148,G#,Major,87.26858432573073,77.06813628786564,81.0768123179555,10.384206093455006,8.357999633201453,8.657035748875673,16.94239947222796,2000-06-20,0
O.O,NMIXX,1,2018,2,25,1798,6,64051,274,3,189,3,10,145.53243826461085,B,Minor,82.94502707343341,77.8005593967863,87.59182212654821,14.71590058142874,7.54711232806787,13.949353080795262,23.772639245104536,2018-02-25,1
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",3,2011,1,28,3712,19,90326,162,11,33,6,29,99.4916616289142,C#,Major,49.44264601305977,55.00340994690177,35.473032527947595,63.66475958859367,21.5385524843593,53.10307260076989,12.844088314214046,2011-01-28,0
About Damn Time,Lizzo,5,2014,6,21,654,14,148189,214,14,39,7,15,137.5591241990037,A#,Minor,82.3804942252453,70.00141845812762,82.08327190102915,23.85124183364254,4.004378690918369,18.649909665896367,20.021670860037236,2014-06-21,1
Say You Won't Let Go,James Arthur,1,2019,8,16,4560,9,183220,193,9,124,3,40,94.32410472707042,A#,Major,50.28258087398786,54.8063123444224,37.78880442059603,68.15815400656388,49.498281285913535,34.238224659510294,10.359209654944516,2019-08-16,0
Smoking on my Ex Pack,SZA,3,2017,4,26,2436,7,124074,142,13,90,4,17,145.32907728292903,G#,Major,86.96378177440941,66.80619872398199,85.24712449888297,16.920592535480864,8.218947237488537,14.691682870084753,19.72697992315961,2017-04-26,0
Just The Way You Are,Bruno Mars,5,2018,4,22,705,5,56534,272,13,166,4,28,133.97325920476047,F,Major,91.90692661467097,75.98106906361838,82.04574802902494,7.127500894489927,1.481600946425864,13.29803915254729,20.307242832986034,2018-04-22,0
DOGTOOTH,"Tyler, The Creator",1,2002,7,23,349,11,174957,180,19,35,3,9,137.5451193497572,G#,Major,85.81750783286672,60.03464030127488,86.23990675253566,12.386703264290064,1.2313172174898934,7.033417171342473,18.331560341157378,2002-07-23,0
Yonaguni,Bad Bunny,5,1968,2,13,2521,15,69120,259,10,13,5,46,106.95050546675756,C#,Major,57.310393613154815,45.91673960197356,56.98523162140293,42.84257579637507,26.308950426267383,49.86835855577042,13.26079710245162,1968-02-13,0
Hype Boy,NewJeans,4,2013,8,25,1259,14,10586,185,2,155,2,9,148.20803068783368,E,Minor,81.30005856053117,70.86521742332569,82.78802022833969,24.07688357093373,2.0244486152998054,13.811622055533904,18.008545056380733,2013-08-25,1
X SI VOLVEMOS,"Karol G, Romeo Santos",3,2018,11,1,851,15,129812,264,9,66,3,33,134.30770625856627,C#,Minor,88.78144398065527,71.86333311720607,85.4584049079638,19.728634709258976,3.325693548630313,14.870703540681236,26.659485626783766,2018-11-01,1
Stargirl Interlude,"The Weeknd, Lana Del Rey",3,2015,10,19,4664,15,57218,136,5,61,8,35,95.4798405289094,F,Minor,58.23863532859839,57.08168706850816,37.04110871275794,59.55500391573621,39.70907227486565,59.7933280223851,7.333725162560366,2015-10-19,1
